iter	Passed	Remaining
455	917	1095
456	918	1091
457	919	1088
458	920	1085
459	921	1081
460	922	1078
461	922	1074
462	923	1071
463	924	1067
464	925	1064
465	928	1064
466	930	1061
467	931	1058
468	931	1055
469	932	1052
470	934	1049
471	934	1045
472	935	1042
473	936	1039
474	937	1035
475	937	1032
476	938	1029
477	939	1026
478	942	1024
479	944	1023
480	945	1020
481	946	1016
482	947	1013
483	948	1010
484	949	1007
485	949	1004
486	950	1001
487	951	998
488	952	995
489	952	991
490	953	988
491	954	985
492	955	982
493	956	979
494	959	978
495	961	976
496	962	974
497	963	971
498	964	968
499	965	965
500	966	962
501	967	959
502	968	956
503	968	953
504	969	950
505	970	947
506	974	947
507	975	944
508	976	941
509	977	938
510	977	935
511	978	932
512	979	929
513	980	926
514	981	923
515	981	920
516	982	917
517	983	914
518	984	911
519	984	908
520	985	905
521	990	906
522	991	904
523	992	901
524	992	898
525	993	895
526	994	892
527	995	890
528	996	887
529	997	884
530	998	881
531	998	878
532	999	875
533	1000	872
534	1001	870
535	1008	873
536	1010	871
537	1013	870
538	1014	867
539	1015	865
540	1030	874
541	1032	872
542	1039	875
543	1041	873
544	1042	870
545	1043	868
546	1044	865
547	1046	863
548	1055	867
549	1056	864
550	1057	862
551	1058	859
552	1059	856
553	1064	856
554	1073	860
555	1074	858
556	1075	855
557	1076	852
558	1080	852
559	1085	853
560	1087	850
561	1090	850
562	1092	848
563	1093	845
564	1094	842
565	1095	840
566	1096	837
567	1097	835
568	1100	833
569	1101	831
570	1103	828
571	1104	826
572	1109	826
573	1110	824
574	1112	822
575	1114	820
576	1116	818
577	1117	815
578	1119	814
579	1132	819
580	1133	817
581	1134	814
582	1136	812
583	1165	830
584	1166	827
585	1168	825
586	1176	827
587	1179	826
588	1181	824
589	1182	821
590	1183	819
591	1184	816
592	1206	827
593	1207	825
594	1208	822
595	1209	819
596	1210	817
597	1211	814
598	1215	813
599	1217	811
600	1224	813
601	1227	811
602	1228	808
603	1229	806
604	1231	803
605	1232	801
606	1233	798
607	1239	798
608	1241	796
609	1242	794
610	1243	791
611	1244	789
612	1245	786
613	1247	784
614	1248	781
615	1256	783
616	1257	780
617	1263	781
618	1264	778
619	1275	781
620	1277	779
621	1278	777
622	1279	774
623	1281	771
624	1288	772
625	1289	770
626	1291	768
627	1292	765
628	1293	762
629	1294	760
630	1295	757
631	1296	754
632	1303	755
633	1305	753
634	1307	751
635	1310	749
636	1310	747
637	1311	744
638	1313	741
639	1316	740
640	1317	737
641	1318	735
642	1319	732
643	1319	729
644	1320	727
645	1321	724
646	1322	721
647	1330	722
648	1331	720
649	1333	717
650	1336	716
651	1337	713
652	1338	711
653	1340	709
654	1344	707
655	1345	705
656	1348	703
657	1348	701
658	1349	698
659	1350	695
660	1350	692
661	1351	690
662	1352	687
663	1353	684
664	1353	682
665	1357	680
666	1359	678
667	1359	675
668	1360	673
669	1361	670
670	1361	667
671	1362	665
672	1363	662
673	1364	659
674	1364	657
675	1365	654
676	1366	651
677	1366	649
678	1367	646
679	1368	644
680	1369	641
681	1372	639
682	1373	637
683	1374	634
684	1374	632
685	1375	629
686	1376	627
687	1377	624
688	1378	622
689	1379	619
690	1380	617
691	1381	614
692	1382	612
693	1383	610
694	1384	607
695	1389	606
696	1389	604
697	1390	601
698	1391	599
699	1392	596
700	1392	594
701	1393	591
702	1394	589
703	1394	586
704	1395	583
705	1396	581
706	1397	579
707	1397	576
708	1398	574
709	1399	571
710	1400	569
711	1404	567
712	1405	565
713	1406	563
714	1406	560
715	1407	558
716	1408	555
717	1409	553
718	1409	550
719	1410	548
720	1411	546
721	1411	543
722	1412	541
723	1413	538
724	1414	536
725	1415	534
726	1417	532
727	1419	530
728	1419	527
729	1420	525
730	1421	523
731	1422	520
732	1423	518
733	1423	516
734	1424	513
735	1425	511
736	1426	508
737	1426	506
738	1427	504
739	1428	501
740	1429	499
741	1430	497
742	1432	495
743	1434	493
744	1435	491
745	1435	488
746	1436	486
747	1437	484
748	1438	482
749	1439	479
750	1440	477
751	1440	475
752	1441	472
753	1442	470
754	1442	468
755	1443	465
756	1444	463
757	1445	461
758	1449	460
759	1450	457
760	1450	455
761	1451	453
762	1452	451
763	1453	448
764	1453	446
765	1454	444
766	1455	442
767	1456	439
768	1456	437
769	1457	435
770	1458	433
771	1458	430
772	1459	428
773	1460	426
774	1460	424
775	1464	422
776	1464	420
777	1465	418
778	1466	416
779	1467	413
780	1468	411
781	1469	409
782	1469	407
783	1470	405
784	1471	403
785	1472	400
786	1472	398
787	1473	396
788	1474	394
789	1475	392
790	1476	390
791	1478	388
792	1479	386
793	1480	384
794	1481	381
795	1482	379
796	1483	377
797	1483	375
798	1484	373
799	1485	371
800	1486	369
801	1487	367
802	1487	364
803	1488	362
804	1489	360
805	1490	358
806	1490	356
807	1493	354
808	1495	353
809	1496	351
810	1497	348
811	1498	346
812	1499	344
813	1500	342
814	1501	340
815	1502	338
816	1503	336
817	1504	334
818	1505	332
819	1506	330
820	1506	328
821	1508	326
822	1509	324
823	1510	322
824	1511	320
825	1512	318
826	1512	316
827	1513	314
828	1514	312
829	1515	310
830	1516	308
831	1517	306
832	1518	304
833	1519	302
834	1519	300
835	1524	299
836	1525	297
837	1527	295
838	1527	293
839	1528	291
840	1529	289
841	1530	287
842	1530	285
843	1531	283
844	1532	281
845	1533	279
846	1533	277
847	1534	275
848	1535	273
849	1535	271
850	1538	269
851	1539	267
852	1540	265
853	1541	263
854	1541	261
855	1542	259
856	1543	257
857	1543	255
858	1544	253
859	1545	251
860	1546	249
861	1547	247
862	1549	245
863	1554	244
864	1555	242
865	1555	240
866	1556	238
867	1557	236
868	1558	234
869	1558	232
870	1559	230
871	1560	229
872	1561	227
873	1561	225
874	1562	223
875	1563	221
876	1564	219
877	1564	217
878	1567	215
879	1568	213
880	1569	212
881	1570	210
882	1571	208
883	1572	206
884	1573	204
885	1574	202
886	1575	200
887	1576	198
888	1577	196
889	1578	195
890	1578	193
891	1583	191
892	1584	189
893	1584	187
894	1585	186
895	1586	184
896	1587	182
897	1587	180
898	1588	178
899	1589	176
900	1590	174
901	1590	172
902	1591	170
903	1592	169
904	1593	167
905	1593	165
906	1594	163
907	1598	161
908	1599	160
909	1600	158
910	1600	156
911	1601	154
912	1602	152
913	1603	150
914	1604	149
915	1605	147
916	1605	145
917	1606	143
918	1607	141
919	1608	139
920	1608	137
921	1609	136
922	1610	134
923	1611	132
924	1612	130
925	1613	128
926	1614	127
927	1615	125
928	1618	123
929	1619	121
930	1619	120
931	1620	118
932	1621	116
933	1622	114
934	1628	113
935	1629	111
936	1630	109
937	1631	107
938	1631	106
939	1633	104
940	1634	102
941	1634	100
942	1635	98
943	1636	97
944	1636	95
945	1637	93
946	1638	91
947	1641	90
948	1642	88
949	1643	86
950	1644	84
951	1645	82
952	1646	81
953	1647	79
954	1648	77
955	1648	75
956	1649	74
957	1650	72
958	1651	70
959	1651	68
960	1652	67
961	1653	65
962	1656	63
963	1658	61
964	1659	60
965	1660	58
966	1661	56
967	1662	54
968	1663	53
969	1664	51
970	1665	49
971	1665	47
972	1667	46
973	1668	44
974	1669	42
975	1674	41
976	1675	39
977	1676	37
978	1677	35
979	1678	34
980	1679	32
981	1680	30
982	1680	29
983	1681	27
984	1683	25
985	1684	23
986	1685	22
987	1687	20
988	1688	18
989	1689	17
990	1691	15
991	1691	13
992	1692	11
993	1693	10
994	1694	8
995	1695	6
996	1695	5
997	1697	3
998	1698	1
999	1704	0
